,Goethe Galerie,Krautgasse,Seidelparkplatz,Holzmarkt,Windberg,Steinkreuz,City Carree,Haeckelplatz,Eichplatz,Neue Mitte
2025-04-03,523,187,154,124,75,60,37,16,0,0
