,Goethe Galerie,Krautgasse,Seidelparkplatz,Holzmarkt,Windberg,Steinkreuz,Haeckelplatz,Neue Mitte,Eichplatz,City Carree
2025-04-02,523,184,147,122,68,57,16,0,0,0
