,Krautgasse,Seidelparkplatz,Holzmarkt,Windberg,Steinkreuz,Haeckelplatz,City Carree,Goethe Galerie,Neue Mitte,Eichplatz
2025-04-04,187,154,124,74,60,17,36,513,0,0
