timestamp,city_name,country,latitude,longitude,temp,feels_like,temp_min,temp_max,pressure,humidity,weather_description,wind_speed,wind_deg,wind_gust,raw_response
2025-04-02 17:32:30,Jena,DE,50.9333,11.5833,287.51,286.12,287,288.36,1022,43,scattered clouds,3.58,76,5.81,"{""coord"":{""lon"":11.5833,""lat"":50.9333},""weather"":[{""id"":802,""main"":""Clouds"",""description"":""scattered clouds"",""icon"":""03d""}],""base"":""stations"",""main"":{""temp"":287.51,""feels_like"":286.12,""temp_min"":287,""temp_max"":288.36,""pressure"":1022,""humidity"":43,""sea_level"":1022,""grnd_level"":991},""visibility"":10000,""wind"":{""speed"":3.58,""deg"":76,""gust"":5.81},""clouds"":{""all"":44},""dt"":1743607746,""sys"":{""type"":2,""id"":2010771,""country"":""DE"",""sunrise"":1743569223,""sunset"":1743616023},""timezone"":7200,""id"":2895044,""name"":""Jena"",""cod"":200}"
2025-04-02 17:35:30,Jena,DE,50.9333,11.5833,287.51,286.12,287,288.36,1022,43,scattered clouds,3.58,76,5.81,"{""coord"":{""lon"":11.5833,""lat"":50.9333},""weather"":[{""id"":802,""main"":""Clouds"",""description"":""scattered clouds"",""icon"":""03d""}],""base"":""stations"",""main"":{""temp"":287.51,""feels_like"":286.12,""temp_min"":287,""temp_max"":288.36,""pressure"":1022,""humidity"":43,""sea_level"":1022,""grnd_level"":991},""visibility"":10000,""wind"":{""speed"":3.58,""deg"":76,""gust"":5.81},""clouds"":{""all"":44},""dt"":1743607746,""sys"":{""type"":2,""id"":2010771,""country"":""DE"",""sunrise"":1743569223,""sunset"":1743616023},""timezone"":7200,""id"":2895044,""name"":""Jena"",""cod"":200}"
2025-04-02 17:38:30,Jena,DE,50.9333,11.5833,287.96,286.65,287.52,289.02,1023,44,broken clouds,2.68,70,5.36,"{""coord"":{""lon"":11.5833,""lat"":50.9333},""weather"":[{""id"":803,""main"":""Clouds"",""description"":""broken clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":287.96,""feels_like"":286.65,""temp_min"":287.52,""temp_max"":289.02,""pressure"":1023,""humidity"":44,""sea_level"":1023,""grnd_level"":991},""visibility"":10000,""wind"":{""speed"":2.68,""deg"":70,""gust"":5.36},""clouds"":{""all"":55},""dt"":1743608266,""sys"":{""type"":2,""id"":2010771,""country"":""DE"",""sunrise"":1743569223,""sunset"":1743616023},""timezone"":7200,""id"":2895044,""name"":""Jena"",""cod"":200}"
2025-04-02 17:41:30,Jena,DE,50.9333,11.5833,287.96,286.65,287.52,289.02,1023,44,broken clouds,2.68,70,5.36,"{""coord"":{""lon"":11.5833,""lat"":50.9333},""weather"":[{""id"":803,""main"":""Clouds"",""description"":""broken clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":287.96,""feels_like"":286.65,""temp_min"":287.52,""temp_max"":289.02,""pressure"":1023,""humidity"":44,""sea_level"":1023,""grnd_level"":991},""visibility"":10000,""wind"":{""speed"":2.68,""deg"":70,""gust"":5.36},""clouds"":{""all"":55},""dt"":1743608266,""sys"":{""type"":2,""id"":2010771,""country"":""DE"",""sunrise"":1743569223,""sunset"":1743616023},""timezone"":7200,""id"":2895044,""name"":""Jena"",""cod"":200}"
2025-04-02 17:44:30,Jena,DE,50.9333,11.5833,287.96,286.65,287.52,289.02,1023,44,broken clouds,2.68,70,5.36,"{""coord"":{""lon"":11.5833,""lat"":50.9333},""weather"":[{""id"":803,""main"":""Clouds"",""description"":""broken clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":287.96,""feels_like"":286.65,""temp_min"":287.52,""temp_max"":289.02,""pressure"":1023,""humidity"":44,""sea_level"":1023,""grnd_level"":991},""visibility"":10000,""wind"":{""speed"":2.68,""deg"":70,""gust"":5.36},""clouds"":{""all"":55},""dt"":1743608266,""sys"":{""type"":2,""id"":2010771,""country"":""DE"",""sunrise"":1743569223,""sunset"":1743616023},""timezone"":7200,""id"":2895044,""name"":""Jena"",""cod"":200}"
2025-04-02 17:47:31,Jena,DE,50.9333,11.5833,287.96,286.65,287.52,289.02,1023,44,broken clouds,2.68,70,5.36,"{""coord"":{""lon"":11.5833,""lat"":50.9333},""weather"":[{""id"":803,""main"":""Clouds"",""description"":""broken clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":287.96,""feels_like"":286.65,""temp_min"":287.52,""temp_max"":289.02,""pressure"":1023,""humidity"":44,""sea_level"":1023,""grnd_level"":991},""visibility"":10000,""wind"":{""speed"":2.68,""deg"":70,""gust"":5.36},""clouds"":{""all"":55},""dt"":1743608266,""sys"":{""type"":2,""id"":2010771,""country"":""DE"",""sunrise"":1743569223,""sunset"":1743616023},""timezone"":7200,""id"":2895044,""name"":""Jena"",""cod"":200}"
2025-04-02 17:50:31,Jena,DE,50.9333,11.5833,287.95,286.61,286.97,289.02,1023,43,broken clouds,2.68,72,6.71,"{""coord"":{""lon"":11.5833,""lat"":50.9333},""weather"":[{""id"":803,""main"":""Clouds"",""description"":""broken clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":287.95,""feels_like"":286.61,""temp_min"":286.97,""temp_max"":289.02,""pressure"":1023,""humidity"":43,""sea_level"":1023,""grnd_level"":991},""visibility"":10000,""wind"":{""speed"":2.68,""deg"":72,""gust"":6.71},""clouds"":{""all"":55},""dt"":1743608943,""sys"":{""type"":2,""id"":2010771,""country"":""DE"",""sunrise"":1743569223,""sunset"":1743616023},""timezone"":7200,""id"":2895044,""name"":""Jena"",""cod"":200}"
2025-04-02 17:53:31,Jena,DE,50.9333,11.5833,287.95,286.61,286.97,289.02,1023,43,broken clouds,2.68,72,6.71,"{""coord"":{""lon"":11.5833,""lat"":50.9333},""weather"":[{""id"":803,""main"":""Clouds"",""description"":""broken clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":287.95,""feels_like"":286.61,""temp_min"":286.97,""temp_max"":289.02,""pressure"":1023,""humidity"":43,""sea_level"":1023,""grnd_level"":991},""visibility"":10000,""wind"":{""speed"":2.68,""deg"":72,""gust"":6.71},""clouds"":{""all"":55},""dt"":1743608943,""sys"":{""type"":2,""id"":2010771,""country"":""DE"",""sunrise"":1743569223,""sunset"":1743616023},""timezone"":7200,""id"":2895044,""name"":""Jena"",""cod"":200}"
2025-04-02 17:56:31,Jena,DE,50.9333,11.5833,287.53,286.17,286.97,289.02,1023,44,broken clouds,3.58,44,7.15,"{""coord"":{""lon"":11.5833,""lat"":50.9333},""weather"":[{""id"":803,""main"":""Clouds"",""description"":""broken clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":287.53,""feels_like"":286.17,""temp_min"":286.97,""temp_max"":289.02,""pressure"":1023,""humidity"":44,""sea_level"":1023,""grnd_level"":991},""visibility"":10000,""wind"":{""speed"":3.58,""deg"":44,""gust"":7.15},""clouds"":{""all"":55},""dt"":1743609346,""sys"":{""type"":2,""id"":2010771,""country"":""DE"",""sunrise"":1743569223,""sunset"":1743616023},""timezone"":7200,""id"":2895044,""name"":""Jena"",""cod"":200}"
2025-04-02 17:59:31,Jena,DE,50.9333,11.5833,287.53,286.17,286.97,289.02,1023,44,broken clouds,3.58,44,7.15,"{""coord"":{""lon"":11.5833,""lat"":50.9333},""weather"":[{""id"":803,""main"":""Clouds"",""description"":""broken clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":287.53,""feels_like"":286.17,""temp_min"":286.97,""temp_max"":289.02,""pressure"":1023,""humidity"":44,""sea_level"":1023,""grnd_level"":991},""visibility"":10000,""wind"":{""speed"":3.58,""deg"":44,""gust"":7.15},""clouds"":{""all"":55},""dt"":1743609346,""sys"":{""type"":2,""id"":2010771,""country"":""DE"",""sunrise"":1743569223,""sunset"":1743616023},""timezone"":7200,""id"":2895044,""name"":""Jena"",""cod"":200}"
2025-04-02 18:02:31,Jena,DE,50.9333,11.5833,287,285.8,286.97,288.46,1023,52,broken clouds,3.58,44,7.15,"{""coord"":{""lon"":11.5833,""lat"":50.9333},""weather"":[{""id"":803,""main"":""Clouds"",""description"":""broken clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":287,""feels_like"":285.8,""temp_min"":286.97,""temp_max"":288.46,""pressure"":1023,""humidity"":52,""sea_level"":1023,""grnd_level"":991},""visibility"":10000,""wind"":{""speed"":3.58,""deg"":44,""gust"":7.15},""clouds"":{""all"":55},""dt"":1743609707,""sys"":{""type"":2,""id"":2010771,""country"":""DE"",""sunrise"":1743569223,""sunset"":1743616023},""timezone"":7200,""id"":2895044,""name"":""Jena"",""cod"":200}"
