,Krautgasse,Seidelparkplatz,Holzmarkt,Windberg,Steinkreuz,Haeckelplatz,Eichplatz,City Carree,Goethe Galerie,Neue Mitte
2025-04-06,181,159,124,75,59,17,0,0,0,0
